answer_original,answer in french,original prompt,prompt in french,masked prompt in french
"We proceed using casework on the choice of second digit: \[
\begin{array}{|c|c|}\hline
\text{Tens digit} & \text{Units digit} \\ \hline
0 & 0,1,2,3,4,5,6,7,8,9 \\ \hline
1 & 2,3,4,5,6,7,8,9 \\ \hline
2 & 4,5,6,7,8,9 \\ \hline
3 & 6,7,8,9 \\ \hline
4 & 8,9 \\ \hline
\end{array}
\]The hundreds digit can be any of $1,2,\dots,9.$ The answer is $(10+8+6+4+2)\times 9=\boxed{270}.$","Nous utilisons le travail de cas sur le choix du deuxième chiffre : \[ \begin{array}{=c==}\hline \text{Tens digit} & \text{Units digit} \\ \hline 0 & 0,1,2,3,4,5,6,7,8,9 \\ \hline 1 & 2,3,4,5,6,7,8,9 \\ \hline 2 & 4,5,6,7,8,9 \\ \hline 3 & 6,7,8,9 \\ \hline 4 & 8,9 \\ \hline \end{array} \]Les centaines de chiffres peuvent être de 1,2,\dots,9.$ La réponse est $(10+8+6+4+2)\times 9=\boxed{270}.$","How many 3-digit numbers have the property that the units digit is at least twice the tens digit? Answer: We proceed using casework on the choice of second digit: \[
\begin{array}{|c|c|}\hline
\text{Tens digit} & \text{Units digit} \\ \hline
0 & 0,1,2,3,4,5,6,7,8,9 \\ \hline
1 & 2,3,4,5,6,7,8,9 \\ \hline
2 & 4,5,6,7,8,9 \\ \hline
3 & 6,7,8,9 \\ \hline
4 & 8,9 \\ \hline
\end{array}
\]The hundreds digit can be any of $1,2,\dots,9.$ The answer is $(10+8+6+4+2)\times 9=\boxed{270}.$.","Combien de nombres à 3 chiffres ont la propriété que le chiffre des unités est au moins deux fois le chiffre des dizaines? Réponse: Nous utilisons le travail de cas sur le choix du deuxième chiffre : \[ \begin{array}{=c==}\hline \text{Tens digit} & \text{Units digit} \\ \hline 0 & 0,1,2,3,4,5,6,7,8,9 \\ \hline 1 & 2,3,4,5,6,7,8,9 \\ \hline 2 & 4,5,6,7,8,9 \\ \hline 3 & 6,7,8,9 \\ \hline 4 & 8,9 \\ \hline \end{array} \]Les centaines de chiffres peuvent être de 1,2,\dots,9.$ La réponse est $(10+8+6+4+2)\times 9=\boxed{270}.$.",Combien de nombres à 3 chiffres ont la propriété que le chiffre des unités est au moins deux fois le chiffre des dizaines? Réponse:
"Since Allison will always roll a 5, we must calculate the probability that both Brian and Noah roll a 4 or lower. The probability of Brian rolling a 4 or lower is $\frac{4}{6} = \frac{2}{3}$ since Brian has a standard die. Noah, however, has a $\frac{3}{6} = \frac{1}{2}$ probability of rolling a 4 or lower, since the only way he can do so is by rolling one of his 3 sides that have a 2. So, the probability of both of these independent events occurring is $\frac{2}{3} \cdot \frac{1}{2} = \boxed{\frac{1}{3}}$.","Puisque Allison va toujours rouler un 5, nous devons calculer la probabilité que Brian et Noah roulent un 4 ou moins. La probabilité que Brian roule un 4 ou moins est $\frac{4}{6} = \frac{2}{3}$ puisque Brian a une mort standard. Noah, cependant, a un $\frac{3}{6} = \frac{1}{2}$ probabilité de rouler un 4 ou moins, puisque la seule façon de le faire est de rouler un de ses 3 côtés qui ont un 2. Donc, la probabilité de ces deux événements indépendants se produit $\frac{2}{3} \cdot \frac{1}{2} = \boxed{\frac{1}{3}}}$.","Allison, Brian and Noah each have a 6-sided cube. All of the faces on Allison's cube have a 5. The faces on Brian's cube are numbered 1, 2, 3, 4, 5 and 6. Three of the faces on Noah's cube have a 2 and three of the faces have a 6. All three cubes are rolled. What is the probability that Allison's roll is greater than each of Brian's and Noah's? Express your answer as a common fraction. Answer: Since Allison will always roll a 5, we must calculate the probability that both Brian and Noah roll a 4 or lower. The probability of Brian rolling a 4 or lower is $\frac{4}{6} = \frac{2}{3}$ since Brian has a standard die. Noah, however, has a $\frac{3}{6} = \frac{1}{2}$ probability of rolling a 4 or lower, since the only way he can do so is by rolling one of his 3 sides that have a 2. So, the probability of both of these independent events occurring is $\frac{2}{3} \cdot \frac{1}{2} = \boxed{\frac{1}{3}}$..","Allison, Brian et Noah ont chacun un cube de 6 côtés. Tous les visages sur le cube d'Allison ont un 5. Les visages sur le cube de Brian sont numérotés 1, 2, 3, 4, 5 et 6. Trois des visages sur le cube de Noah ont un 2 et trois des visages ont un 6. Les trois cubes sont roulés. Quelle est la probabilité que le rouleau d'Allison est plus grand que chacun de Brian et Noah? Exprimez votre réponse comme une fraction commune. Réponse: Puisque Allison va toujours rouler un 5, nous devons calculer la probabilité que Brian et Noah roulent un 4 ou moins. La probabilité que Brian roule un 4 ou moins est $\frac{4}{6} = \frac{2}{3}$ puisque Brian a une mort standard. Noah, cependant, a un $\frac{3}{6} = \frac{1}{2}$ probabilité de rouler un 4 ou moins, puisque la seule façon de le faire est de rouler un de ses 3 côtés qui ont un 2. Donc, la probabilité de ces deux événements indépendants se produit $\frac{2}{3} \cdot \frac{1}{2} = \boxed{\frac{1}{3}}}$..","Allison, Brian et Noah ont chacun un cube de 6 côtés. Tous les visages sur le cube d'Allison ont un 5. Les visages sur le cube de Brian sont numérotés 1, 2, 3, 4, 5 et 6. Trois des visages sur le cube de Noah ont un 2 et trois des visages ont un 6. Les trois cubes sont roulés. Quelle est la probabilité que le rouleau d'Allison est plus grand que chacun de Brian et Noah? Exprimez votre réponse comme une fraction commune. Réponse:"
"Each number from 1 to 6 has probability $\dfrac16$ of being rolled, so the expected value is \begin{align*}
E &= \left(\dfrac{1}{6}\times \$1^2\right) + \left(\dfrac{1}{6}\times \$2^2\right) + \cdots + \left(\dfrac{1}{6} \times \$6^2\right) \\
&= \dfrac{1}{6}(\$1 + \$4 + \$9 + \$16 + \$25 + \$36) \\
&= \$\dfrac{91}{6} \\
& \approx \boxed{\$15.17}.
\end{align*}","Chaque nombre de 1 à 6 a une probabilité que $\dfrac16$ d'être roulé, de sorte que la valeur attendue est \begin{align*} E &= \left(\dfrac{1}{6}\times \1^2\right) + \left(\dfrac{1}{6}\times \2^2\right) + \cdots + \left(\dfrac{1}{6} \times \6^2\right) \\ &= \dfrac{1}{6}(\1 + \$4 + \$9 + \$16 + \$25 + \$36) \\ &= \$\dfrac{91}{6} \\ & \aprox \boxed{\$15.17}. \end{align*}","A fair 6-sided die is rolled.  If I roll $n$, then I win $n^2$ dollars.  What is the expected value of my win?  Express your answer as a dollar value rounded to the nearest cent. Answer: Each number from 1 to 6 has probability $\dfrac16$ of being rolled, so the expected value is \begin{align*}
E &= \left(\dfrac{1}{6}\times \$1^2\right) + \left(\dfrac{1}{6}\times \$2^2\right) + \cdots + \left(\dfrac{1}{6} \times \$6^2\right) \\
&= \dfrac{1}{6}(\$1 + \$4 + \$9 + \$16 + \$25 + \$36) \\
&= \$\dfrac{91}{6} \\
& \approx \boxed{\$15.17}.
\end{align*}.","Si je roule $n$, alors je gagne $n^2$ dollars. Quelle est la valeur attendue de ma victoire? Exprimez votre réponse en dollars arrondis au cent le plus proche. Réponse: Chaque nombre de 1 à 6 a une probabilité que $\dfrac16$ d'être roulé, de sorte que la valeur attendue est \begin{align*} E &= \left(\dfrac{1}{6}\times \1^2\right) + \left(\dfrac{1}{6}\times \2^2\right) + \cdots + \left(\dfrac{1}{6} \times \6^2\right) \\ &= \dfrac{1}{6}(\1 + \$4 + \$9 + \$16 + \$25 + \$36) \\ &= \$\dfrac{91}{6} \\ & \aprox \boxed{\$15.17}. \end{align*}.","Si je roule $n$, alors je gagne $n^2$ dollars. Quelle est la valeur attendue de ma victoire? Exprimez votre réponse en dollars arrondis au cent le plus proche. Réponse:"
"Since the sum of the three probabilities is 1, the probability of stopping on region $C$ is $1 - \frac{1}{3} -
\frac{1}{2} = \frac{6}{6} - \frac{2}{6} - \frac{3}{6} = \boxed{\frac{1}{6}}$.","Puisque la somme des trois probabilités est 1, la probabilité d'arrêt sur la région $C$ est $1 - \frac{1}{3} - \frac{1}{2} = \frac{6} - \frac{2}{6} - \frac{3}{6} = \boxed{\frac{1}{6}}}$.","A board game spinner is divided into three regions labeled $A$, $B$ and $C$.  The probability of the arrow stopping on region $A$ is $\frac{1}{3}$ and on region $B$ is $\frac{1}{2}$.  What is the probability of the arrow stopping on region $C$?  Express your answer as a common fraction. Answer: Since the sum of the three probabilities is 1, the probability of stopping on region $C$ is $1 - \frac{1}{3} -
\frac{1}{2} = \frac{6}{6} - \frac{2}{6} - \frac{3}{6} = \boxed{\frac{1}{6}}$..","Un spinner de jeu de société est divisé en trois régions nommées $A$, $B$ et $C$. La probabilité d'arrêt de la flèche sur la région $A$ est $\frac{1}{3}$ et sur la région $B$ est $\frac{1}{2}$. Quelle est la probabilité d'arrêt de la flèche sur la région $C$? Exprimez votre réponse comme une fraction commune. Réponse: Puisque la somme des trois probabilités est 1, la probabilité d'arrêt sur la région $C$ est $1 - \frac{1}{3} - \frac{1}{2} = \frac{6} - \frac{2}{6} - \frac{3}{6} = \boxed{\frac{1}{6}}}$..","Un spinner de jeu de société est divisé en trois régions nommées $A$, $B$ et $C$. La probabilité d'arrêt de la flèche sur la région $A$ est $\frac{1}{3}$ et sur la région $B$ est $\frac{1}{2}$. Quelle est la probabilité d'arrêt de la flèche sur la région $C$? Exprimez votre réponse comme une fraction commune. Réponse:"
"Let $x$ be the probability that we want. Since the sum of the four probabilities is 1, we have the equation $1 = \frac{3}{8} + \frac{1}{4} + x + x = \frac{5}{8} + 2x$.  Solving the equation $1=\frac{5}{8} + 2x$ gives $x=\boxed{\frac{3}{16}}$.","Que $x$ soit la probabilité que nous voulons. Puisque la somme des quatre probabilités est 1, nous avons l'équation $1 = \frac{3}{8} + \frac{1}{4} + x + x = \frac{5}{8} + 2x$. Résoudre l'équation $1=\frac{5}{8} + 2x$ donne $x=\boxed{\frac{3}{16}}}$.","A board game spinner is divided into four regions labeled $A$, $B$, $C$, and $D$.  The probability of the arrow stopping on region $A$ is $\frac{3}{8}$, the probability of it stopping in $B$ is $\frac{1}{4}$, and the probability of it stopping in region $C$ is equal to the probability of it stopping in region $D$. What is the probability of the arrow stopping in region $C$?  Express your answer as a common fraction. Answer: Let $x$ be the probability that we want. Since the sum of the four probabilities is 1, we have the equation $1 = \frac{3}{8} + \frac{1}{4} + x + x = \frac{5}{8} + 2x$.  Solving the equation $1=\frac{5}{8} + 2x$ gives $x=\boxed{\frac{3}{16}}$..","Un spinner de jeu de société est divisé en quatre régions nommées $A$, $B$, $C$ et $D$. La probabilité que la flèche s'arrête sur la région $A$ est $\frac{3}{8}$, la probabilité qu'elle s'arrête dans $B$ est $\frac{1}{4}$, et la probabilité qu'elle s'arrête dans la région $C$ est égale à la probabilité qu'elle s'arrête dans la région $D$. Quelle est la probabilité que la flèche s'arrête dans la région $C$? Exprimez votre réponse comme une fraction commune. Réponse: Que $x$ soit la probabilité que nous voulons. Puisque la somme des quatre probabilités est 1, nous avons l'équation $1 = \frac{3}{8} + \frac{1}{4} + x + x = \frac{5}{8} + 2x$. Résoudre l'équation $1=\frac{5}{8} + 2x$ donne $x=\boxed{\frac{3}{16}}}$..","Un spinner de jeu de société est divisé en quatre régions nommées $A$, $B$, $C$ et $D$. La probabilité que la flèche s'arrête sur la région $A$ est $\frac{3}{8}$, la probabilité qu'elle s'arrête dans $B$ est $\frac{1}{4}$, et la probabilité qu'elle s'arrête dans la région $C$ est égale à la probabilité qu'elle s'arrête dans la région $D$. Quelle est la probabilité que la flèche s'arrête dans la région $C$? Exprimez votre réponse comme une fraction commune. Réponse:"
"The only primes on a die are 2, 3, and 5. The only composites are 4 and 6. The only other option is rolling a 1. There is a $\dfrac{1}{6}$ probability that she will roll a 1 and lose $\$3$, a $\dfrac{1}{3}$ probability of rolling a composite and winning $\$0$, and a $\dfrac{1}{6}$ probability of winning each of $\$2$, $\$3$, or $\$5$.  So $$E = \dfrac{1}{3}\times \$0 + \dfrac{1}{6}\times(\$2+\$3+\$5) + \dfrac{1}{6} \times -\$3 \approx \boxed{\$1.17}.$$","La seule autre option est de rouler un 1. Il y a une probabilité $\dfrac{1}{6}$ qu'elle roulera un 1 et perdra $\$3$, une probabilité $\dfrac{1}{3}$ de rouler un composite et gagner $\$0$, et une probabilité $\dfrac{1}{6}$ de gagner chacun de $\$2$, $\$3$ ou $\$5$. Donc $$E = \dfrac{1}{3}\times \$0 + \dfrac{1}{6}\times(\$2+\$3+\$5) + \dfrac{1}{6} \times -\$3 \aprox \boxed{\$1.17}.$$$","Monica tosses a fair 6-sided die.  If the roll is a prime number, then she wins that amount of dollars (so that, for example, if she rolls 3, then she wins 3 dollars).  If the roll is composite, she wins nothing. Otherwise, she loses 3 dollars. What is the expected value of her winnings on one die toss? Express your answer as a dollar value to the nearest cent. Answer: The only primes on a die are 2, 3, and 5. The only composites are 4 and 6. The only other option is rolling a 1. There is a $\dfrac{1}{6}$ probability that she will roll a 1 and lose $\$3$, a $\dfrac{1}{3}$ probability of rolling a composite and winning $\$0$, and a $\dfrac{1}{6}$ probability of winning each of $\$2$, $\$3$, or $\$5$.  So $$E = \dfrac{1}{3}\times \$0 + \dfrac{1}{6}\times(\$2+\$3+\$5) + \dfrac{1}{6} \times -\$3 \approx \boxed{\$1.17}.$$.","Si le rouleau est un nombre premier, alors elle gagne ce montant de dollars (de sorte que, par exemple, si elle roule 3, puis elle gagne 3 dollars). Si le rouleau est composite, elle ne gagne rien. Sinon, elle perd 3 dollars. Quelle est la valeur attendue de ses gains sur un coup? Exprimez votre réponse comme une valeur de dollars au centime le plus proche. Réponse: La seule autre option est de rouler un 1. Il y a une probabilité $\dfrac{1}{6}$ qu'elle roulera un 1 et perdra $\$3$, une probabilité $\dfrac{1}{3}$ de rouler un composite et gagner $\$0$, et une probabilité $\dfrac{1}{6}$ de gagner chacun de $\$2$, $\$3$ ou $\$5$. Donc $$E = \dfrac{1}{3}\times \$0 + \dfrac{1}{6}\times(\$2+\$3+\$5) + \dfrac{1}{6} \times -\$3 \aprox \boxed{\$1.17}.$$$.","Si le rouleau est un nombre premier, alors elle gagne ce montant de dollars (de sorte que, par exemple, si elle roule 3, puis elle gagne 3 dollars). Si le rouleau est composite, elle ne gagne rien. Sinon, elle perd 3 dollars. Quelle est la valeur attendue de ses gains sur un coup? Exprimez votre réponse comme une valeur de dollars au centime le plus proche. Réponse:"
"Note that if each person shakes hands with every other person, then the number of handshakes is maximized. There are $\binom{23}{2} = \frac{(23)(22)}{2} = (23)(11) = 230+23 = \boxed{253}$ ways to choose two people to form a handshake.","Notez que si chaque personne se serre la main avec chaque autre personne, le nombre de poignées de main est maximisé. Il y a $\binom{23}{2} = \frac{(23)(22)}{2} = (23)(11) = 230+23 = \boxed{253}$ façons de choisir deux personnes pour former une poignée de main.","23 people attend a party. Each person shakes hands with at most 22 other people. What is the maximum possible number of handshakes, assuming that any two people can shake hands at most once? Answer: Note that if each person shakes hands with every other person, then the number of handshakes is maximized. There are $\binom{23}{2} = \frac{(23)(22)}{2} = (23)(11) = 230+23 = \boxed{253}$ ways to choose two people to form a handshake..","Chaque personne se serre la main avec tout le monde.Quel est le nombre maximum possible de poignées de main, en supposant que 2 personnes peuvent se serrer la main tout au plus une fois? Réponse: Notez que si chaque personne se serre la main avec chaque autre personne, le nombre de poignées de main est maximisé. Il y a $\binom{23}{2} = \frac{(23)(22)}{2} = (23)(11) = 230+23 = \boxed{253}$ façons de choisir deux personnes pour former une poignée de main..","Chaque personne se serre la main avec tout le monde.Quel est le nombre maximum possible de poignées de main, en supposant que 2 personnes peuvent se serrer la main tout au plus une fois? Réponse:"
"We can choose the middle color for the flag in 4 ways, then choose the top color in 3 ways, and finally choose the bottom color in 3 ways (the only restriction is that the top and bottom colors are both different from the middle color).  This leads to a total of $4\cdot 3\cdot 3 = \boxed{36}$ possible flags.","Nous pouvons choisir la couleur du milieu pour le drapeau de 4 façons, puis choisir la couleur du haut de 3 façons, et finalement choisir la couleur du bas de 3 façons (la seule restriction est que les couleurs du haut et du bas sont toutes les deux différentes de la couleur du milieu). Cela conduit à un total de $4\cdot 3\cdot 3 = \boxed{36}$ drapeaux possibles.","A flag is made of three horizontal strips of fabric, each of a solid color, either red, white, blue or green. If no two adjacent strips can be the same color, how many distinct flags are possible? These two flags are different.

[asy]draw((0,0)--(0,6),linewidth(1));
filldraw((0,3)--(4,3)--(4,4)--(0,4)--(0,3)--cycle,white);
filldraw((0,4)--(4,4)--(4,5)--(0,5)--(0,4)--cycle,red);
filldraw((0,5)--(4,5)--(4,6)--(0,6)--(0,5)--cycle,green);
filldraw(circle((0,6),1/6),white);
label(""Green"",(2,5.5));
label(""Red"",(2,4.5));
label(""White"",(2,3.5));

draw((5,0)--(5,6),linewidth(1));
filldraw((5,3)--(9,3)--(9,4)--(5,4)--(5,3)--cycle,green);
filldraw((5,4)--(9,4)--(9,5)--(5,5)--(5,4)--cycle,red);
filldraw((5,5)--(9,5)--(9,6)--(5,6)--(5,5)--cycle,white);
filldraw(circle((5,6),1/6),white);
label(""White"",(7,5.5));
label(""Red"",(7,4.5));
label(""Green"",(7,3.5));
[/asy] Answer: We can choose the middle color for the flag in 4 ways, then choose the top color in 3 ways, and finally choose the bottom color in 3 ways (the only restriction is that the top and bottom colors are both different from the middle color).  This leads to a total of $4\cdot 3\cdot 3 = \boxed{36}$ possible flags..","Un drapeau est composé de trois bandes horizontales de tissu, chacune d'une couleur solide, soit rouge, blanc, bleu ou vert. Si aucune bande adjacente ne peut être de la même couleur, combien de drapeaux distincts sont possibles? Ces deux drapeaux sont différents. [asy]draw((0,0)-(0,6),linewidth(1); fildraw(0,3)--(4,3)--(0,44)--(0,44)--(0,3)-cycle,blanc); fildraw((0,4)-(4,4)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-cycle,vert); fildraw(cru-4)-(5,6)-cycle, blanc; fildraw(5,6), blanc(2,5), blanc(2,5)-(5,6)-(5,6)-mode, blanc(5,6); étiquette(2,5); étiquette(""Red"",(2,4,5)); étiquette(""White"",(2,3,5); fildraw(9,5)-cycle, (5,6)-mode, blanc(5,6) Réponse: Nous pouvons choisir la couleur du milieu pour le drapeau de 4 façons, puis choisir la couleur du haut de 3 façons, et finalement choisir la couleur du bas de 3 façons (la seule restriction est que les couleurs du haut et du bas sont toutes les deux différentes de la couleur du milieu). Cela conduit à un total de $4\cdot 3\cdot 3 = \boxed{36}$ drapeaux possibles..","Un drapeau est composé de trois bandes horizontales de tissu, chacune d'une couleur solide, soit rouge, blanc, bleu ou vert. Si aucune bande adjacente ne peut être de la même couleur, combien de drapeaux distincts sont possibles? Ces deux drapeaux sont différents. [asy]draw((0,0)-(0,6),linewidth(1); fildraw(0,3)--(4,3)--(0,44)--(0,44)--(0,3)-cycle,blanc); fildraw((0,4)-(4,4)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-(4,5)-cycle,vert); fildraw(cru-4)-(5,6)-cycle, blanc; fildraw(5,6), blanc(2,5), blanc(2,5)-(5,6)-(5,6)-mode, blanc(5,6); étiquette(2,5); étiquette(""Red"",(2,4,5)); étiquette(""White"",(2,3,5); fildraw(9,5)-cycle, (5,6)-mode, blanc(5,6) Réponse:"
$\dbinom{50}{2} = \dfrac{50!}{2!48!}=\dfrac{50\times 49}{2\times 1}=\boxed{1225}.$,$\dbinom{50}{2} = \dfrac{50!}{2!48!}=\dfrac{50\times 49}{2\times 1}=\boxed{1225}.$,Compute $\dbinom{50}{2}$. Answer: $\dbinom{50}{2} = \dfrac{50!}{2!48!}=\dfrac{50\times 49}{2\times 1}=\boxed{1225}.$.,Calculer $\dbinom{50}{2}$. Réponse: $\dbinom{50}{2} = \dfrac{50!}{2!48!}=\dfrac{50\times 49}{2\times 1}=\boxed{1225}.$.,Calculer $\dbinom{50}{2}$. Réponse:
"A seven-sided polygon has seven vertices. There are ${7 \choose 2} = 21$ ways to connect the pairs of these 7 points. But 7 of those pairs are pairs of consecutive vertices, so they are counted as sides. So, only $21 - 7 = \boxed{14}$ of these segments are diagonals.","Un polygone sept faces a sept sommets. Il y a ${7 \choose 2} = 21$ façons de connecter les paires de ces 7 points. Mais 7 de ces paires sont des paires de sommets consécutifs, donc ils sont comptés comme côtés. Donc, seulement $21 - 7 = \boxed{14}$ de ces segments sont diagonales.","How many diagonals does a regular seven-sided polygon contain? Answer: A seven-sided polygon has seven vertices. There are ${7 \choose 2} = 21$ ways to connect the pairs of these 7 points. But 7 of those pairs are pairs of consecutive vertices, so they are counted as sides. So, only $21 - 7 = \boxed{14}$ of these segments are diagonals..","Combien de diagonales contient un polygone à sept côtés? Réponse: Un polygone sept faces a sept sommets. Il y a ${7 \choose 2} = 21$ façons de connecter les paires de ces 7 points. Mais 7 de ces paires sont des paires de sommets consécutifs, donc ils sont comptés comme côtés. Donc, seulement $21 - 7 = \boxed{14}$ de ces segments sont diagonales..",Combien de diagonales contient un polygone à sept côtés? Réponse:
